Max,Min,WL,Mean,RMS,Var,WAMP,SSC,Log,MaxF,MinF,WLF,MeanF,RMSF,VarF,WAMPF,SSCF,LogF,class
36,2,302,20.34,478.86,65.80244,1,18,7.6177597,636.4121,0.8797951,3315.3906,34.033466,6055.68,4946.872,3,50,8.132515,2
30,1,296,16.91,320.67,35.072624,2,25,7.4330754,477.30914,0.6598388,2647.2178,28.36566,3684.5164,2908.9954,3,47,7.9503493,2
28,2,278,15.87,289.71,38.235443,3,16,7.369601,190.92366,0.5655779,1990.0122,22.11362,1245.7299,764.36145,6,68,7.701364,2
44,1,261,20.2,549.56,142.94954,0,9,7.6108527,763.69464,1.0000012,3005.651,32.203495,7381.9785,6409.004,1,42,8.077245,2
41,1,323,19.15,462.11,96.35098,1,13,7.5574727,890.9769,0.5031182,3158.5674,34.32917,9846.825,8755.892,1,32,8.141166,2
37,1,269,18.13,396.47,68.45767,0,17,7.502738,636.4121,0.7232277,3294.1597,35.563698,7839.3726,6641.005,4,39,8.176496,2
27,1,237,15.46,289,50.493336,4,13,7.343426,509.12973,0.66034055,2380.4446,24.995852,3563.2131,2968.1016,1,44,7.82388,2
39,2,260,18.57,395.41,51.075855,0,15,7.5267177,731.874,0.5027375,3252.121,36.293915,8580.019,7336.131,2,46,8.19682,2
29,1,231,14.4,257.76,50.90906,2,10,7.2723985,636.4121,0.6917848,2471.4158,25.264704,5083.023,4489.614,1,36,7.8345785,2
28,1,247,16.76,332.06,51.67918,2,13,7.4241652,890.9769,0.78552586,2668.7473,29.616114,9058.067,8263.59,1,30,7.993489,2
44,1,279,22.53,593.93,87.20111,0,10,7.720018,763.69464,0.8175726,3439.2085,35.604263,7527.787,6323.3574,1,57,8.177635,2
48,1,338,26.46,869.86,171.4428,0,16,7.8808045,636.4121,0.99999774,3453.5972,39.066566,6702.0933,5228.1777,3,53,8.270437,2
32,1,229,20.18,453.26,46.492535,2,12,7.6098623,381.84732,0.754107,2651.2202,29.30557,2717.732,1877.6925,4,65,7.982948,2
127,8,1095,77.73,6602.13,565.8356,2,35,8.958411,1941.0569,2.515599,11016.567,122.53665,60053.4,45493.11,3,82,9.41358,3
100,14,864,65.43,4499.49,220.61125,2,41,8.786151,1909.2366,2.232585,10623.919,114.918884,59455.03,46715.832,3,68,9.349397,3
97,3,957,58.77,3722.71,271.5123,3,37,8.678802,1431.9274,1.5093622,8187.2046,91.14402,32541.904,24479.465,3,78,9.117611,3
92,1,885,58.75,3758.59,310.12878,1,39,8.678461,1400.1067,1.853858,7684.248,84.92621,28557.545,21560.688,1,75,9.046953,3
85,9,880,55.15,3274.99,235.82578,3,35,8.615227,1431.9274,1.8237965,8166.7036,89.68447,32994.004,25202.727,3,72,9.101468,3
89,2,885,55,3255.08,232.40404,3,40,8.612503,1622.8508,1.9810323,9249.503,93.04611,40997.977,32667.07,3,67,9.138266,3
90,3,703,54.93,3289.45,274.89404,1,28,8.61123,1209.1832,1.6339015,8335.963,87.8368,26974.105,19453.338,5,74,9.08065,3
101,9,930,65,4434.26,211.37373,2,31,8.779557,1877.4156,1.7281544,11053.851,116.73304,60709.03,47558,2,75,9.36506,3
86,14,755,55.8,3382.46,271.53534,1,38,8.626944,1431.9274,2.3898056,8707.098,96.4108,39793.945,30806.98,4,70,9.173788,3
102,1,1010,69.83,5164.29,290.9708,2,38,8.8512335,1813.7745,2.3898056,10912.375,113.79275,51808.953,39252.688,1,77,9.339549,3
107,1,876,66.85,4794.73,329.09854,1,28,8.807622,1241.0038,1.9810323,9252.838,98.77381,29040.195,19478.717,1,82,9.198003,3
112,4,822,62.03,4335.39,492.59497,1,32,8.732788,2036.5189,2.232585,9684.006,101.45418,57868.395,48056,3,71,9.224777,3
112,8,824,68.87,5118.67,379.38724,0,27,8.837391,1845.5953,2.3583481,9560.66,109.55761,51178.574,39571.418,3,80,9.3016205,3
121,1,953,70.59,5400.33,421.59796,1,31,8.862059,2163.8013,2.1052186,10553.455,113.83879,66632.69,54215.57,3,78,9.339953,3
115,1,1053,73.89,5939.79,484.9069,2,34,8.907747,1781.9539,2.5784607,10144.1875,110.34998,50819.945,39033.16,3,74,9.308827,3
100,1,914,66.84,4858.38,394.7418,1,35,8.807472,1241.0038,1.7923611,8934.822,98.24652,28789.57,19330.498,5,83,9.19265,3
110,8,844,60.55,4269.93,609.7246,0,32,8.70864,1781.9539,2.264034,8284.398,93.77487,44682.2,36250.98,3,70,9.146067,3
93,2,785,53.12,3271.74,454.5511,4,28,8.5777235,1781.9539,2.01095,7592.669,82.12074,41036.52,34639.098,1,65,9.013361,3
83,6,666,54.98,3321.88,302.10065,0,32,8.61214,2036.5189,1.508214,8691.864,95.39768,55011.613,46374.645,1,70,9.163224,3
94,3,937,53.39,3209.13,362.26053,3,35,8.582793,1081.9006,1.3196776,7117.215,79.63895,21600.484,15412.247,3,72,8.982674,3
87,4,863,54.89,3255.47,245.00793,1,31,8.610501,1941.0569,1.6665734,8266.004,91.658516,48183.855,40184.418,1,68,9.12324,3
97,7,818,63.27,4304.49,304.44153,1,38,8.752582,2068.3394,2.01095,9489.421,106.33476,58813.875,47986.66,1,70,9.271763,3
96,3,834,62.25,4124.07,251.52272,1,33,8.736329,1177.3625,1.949569,9254.246,96.72148,29285.164,20131.43,7,80,9.177006,3
91,4,780,53.4,3066.24,216.84854,0,36,8.582981,1400.1067,1.8552494,8112.341,85.42049,30265.04,23200.38,1,75,9.052756,3
94,8,866,61.56,4133.24,347.07727,0,33,8.725183,2036.5189,2.3898056,9431.224,103.79729,57413.246,47110.477,1,73,9.24761,3
110,7,909,62.38,4259.6,372.05615,1,31,8.738415,1400.1067,1.4779012,9386.939,103.16776,39004.53,28647.422,3,76,9.241527,3
84,7,726,54.18,3222.46,289.88654,1,34,8.597482,1941.0569,1.8852613,8038.1025,92.56718,49662.227,41508.633,1,66,9.133105,3
97,13,919,58.28,3668.18,274.36533,2,35,8.670429,1463.748,1.6967511,8539.825,97.99693,38851.875,29543.914,4,76,9.190106,3
94,6,803,57.53,3717.91,412.33255,1,26,8.657476,2291.084,1.6980222,8812.177,100.15977,67596.41,58145.89,1,65,9.211937,3
100,1,794,59.61,3932.19,382.66458,1,31,8.692993,1750.1339,2.6079705,8580.397,89.86443,40719.797,32973.926,1,72,9.103473,3
103,7,935,59.9,4041.82,458.39417,1,38,8.697846,1718.3126,1.8852613,8656.287,98.444016,45928.316,36603.13,3,71,9.194658,3
94,1,934,52.95,3122.77,322.2903,2,33,8.574518,1622.8508,1.6665734,8296.176,84.7936,41789.684,34949.22,3,76,9.04539,3
88,6,888,59.83,3922.55,346.38498,0,44,8.696677,2163.8013,1.9181411,8647.179,98.319374,59257.53,50091.754,1,66,9.193391,3
82,9,782,56.59,3499.61,300.18378,3,29,8.641003,2577.4695,1.4767897,9718.041,106.04874,83991.52,73479.97,1,65,9.269069,3
87,8,793,53.69,3146.45,266.49896,2,35,8.588397,2068.3394,1.6653095,9104.567,99.2395,61883.43,52560.555,3,65,9.202706,3
91,2,841,59.24,3723.28,216.0631,1,32,8.686768,1495.5686,2.2623117,8797.474,93.667816,36378.38,27883.555,3,69,9.144925,3
99,9,885,62.6,4348.26,433.8386,1,34,8.741936,1591.0304,2.356607,8676.874,100.46502,43263.85,33505.688,3,72,9.21498,3
106,1,928,60,4137.36,542.7879,2,34,8.699514,2259.2634,2.0753715,9059.339,95.1346,64165.41,55671.535,3,67,9.160463,3
98,3,836,56.15,3496.49,347.13898,0,28,8.633197,1877.4156,1.7281544,8723.423,94.85731,48468.4,39869.184,3,74,9.157544,3
107,4,869,58.22,3889.04,504.51685,1,33,8.669399,1718.3126,1.853858,8113.794,90.76678,41504.266,33601.684,1,72,9.113463,3
99,11,871,65.12,4568.14,330.83383,0,35,8.781402,2545.6484,2.5451162,11098.531,119.666374,87541.9,73961.48,1,67,9.389878,3
116,7,1034,70.2,5478.3,555.8181,0,41,8.856519,2354.725,2.482271,10784.017,116.08574,75158.7,62305.86,1,73,9.359499,3
102,6,827,58.95,3920.97,450.37097,1,33,8.68186,1495.5686,2.1366463,7894.69,88.73508,34408.27,26802.379,3,75,9.090825,3
108,2,948,66.65,4903.99,466.43195,1,30,8.8046255,2354.725,2.1382484,10703.893,110.83256,78092.47,66473.35,3,70,9.31319,3
90,3,820,59.56,3953.14,409.8448,0,36,8.692154,2195.622,2.232585,8968.394,96.33953,61021.59,52262.91,1,70,9.173049,3
105,10,850,59.05,3827.73,344.27005,1,32,8.683555,1527.3893,1.8552494,8310.924,96.04877,38683.87,29756.066,2,74,9.170026,3
99,3,969,63.33,4369.77,362.70813,2,32,8.75353,1718.3126,2.2937393,8796.525,96.98542,42184.21,33109.133,3,72,9.17973,3
87,8,877,57.62,3633.56,316.6622,1,41,8.6590395,1177.3625,1.4767897,7767.0317,89.66737,28446.145,20612.031,4,75,9.101277,3
89,5,777,54.65,3303.41,319.9874,1,30,8.606119,1463.748,1.6665734,7043.729,82.674706,29578.295,22972.92,1,72,9.020083,3
81,4,803,50.64,2833.04,271.3439,3,33,8.529912,1304.6447,1.6036918,6899.9272,82.62786,29655.428,23058.652,3,74,9.019517,3
79,2,804,51.07,2807.27,201.13646,2,43,8.538367,1463.748,1.6967511,8054.815,83.726944,33395.41,26651.727,3,72,9.032731,3
139,2,887,76.51,6852.73,1009.0401,0,25,8.942592,2322.9043,3.1735415,9906.945,110.84027,68848.04,57133.81,1,78,9.31326,3
106,10,1008,67.83,5070.77,474.60727,1,38,8.822175,2259.2634,1.853858,10236.433,114.28069,71256.13,58783.9,1,73,9.343828,3
102,7,927,69.11,5125.61,352.94742,2,34,8.84087,1272.8242,2.1696968,9491.769,106.29464,34330.176,23264.268,3,76,9.271385,3
111,3,987,69.64,5196.56,350.33365,0,38,8.848509,2036.5189,2.1696968,10711.091,114.886826,62048.555,49343,3,76,9.349117,3
102,1,1013,65.24,4614.98,362.3459,0,34,8.783243,1972.8779,2.1680558,9522.104,102.919846,53681.434,43524.188,3,73,9.2391205,3
107,2,849,68.88,4968.3,226.10666,1,27,8.837536,2068.3394,2.2937393,11570.376,117.76019,65066.41,51716.117,3,74,9.37382,3
104,2,1006,65.6,4785.66,487.17197,1,40,8.788746,1718.3126,1.948114,8467.112,96.184265,41281.01,32353.129,3,72,9.171436,3
117,6,1105,72.04,5737.94,553.71545,0,32,8.882392,1591.0304,2.6707952,10079.502,108.774315,42749.434,31229.88,3,79,9.294445,3
88,3,885,57.88,3680.94,334.18747,3,43,8.663542,1718.3126,1.8866967,8888.239,94.12374,42576.83,34058.137,1,76,9.14978,3
121,12,1020,65.98,4796.02,447.13083,1,41,8.794522,2800.2134,2.1366463,11429.812,122.99994,101605.86,87350.375,1,69,9.417354,3
114,6,858,57.67,3954.09,634.6073,1,29,8.659907,1463.748,2.264034,7759.5933,88.9623,35420.16,27783.707,3,71,9.093383,3
112,1,929,70.13,5590.97,679.5485,0,34,8.855521,1909.2366,2.4841383,9730.215,104.21683,53097.86,42663.348,3,81,9.251644,3
111,1,893,71.24,5639.4,569.9622,1,33,8.871224,2863.8547,2.3269162,10875.791,115.65756,98018.07,85496.37,1,72,9.3558035,3
106,3,1113,71.25,5494.61,422.2702,2,38,8.871365,2100.1597,2.2309012,10680.699,114.409256,62383.78,49792.223,1,73,9.344953,3
102,3,935,65.4,4677.02,403.89902,1,32,8.785692,1909.2366,1.949569,9564.996,103.059395,50053.875,39830.945,1,78,9.240476,3
99,8,921,58.55,3776.47,351.8864,2,34,8.675052,1750.1339,1.8852613,9221.325,98.5044,45825.71,36487.473,3,67,9.1952715,3
114,2,891,58.1,3863.64,492.95956,0,30,8.6673355,1718.3126,1.8237965,7695.9507,87.91103,39971.53,32568.873,3,75,9.081495,3
86,3,845,58.91,3751.27,283.71902,4,32,8.681181,2036.5189,1.8552494,8833.535,96.58057,53354.535,44471.445,1,70,9.175548,3
92,6,878,63.11,4269.91,289.93735,3,42,8.75005,1718.3126,1.6351452,9687.669,104.25212,47065.82,36562.953,3,76,9.251983,3
94,7,870,53.9,3269.52,367.99005,0,30,8.5923,1750.1339,2.0753715,8497.531,92.51713,47502.953,39336.902,3,69,9.132564,3
135,8,1012,69.54,5631.1,803.3215,1,39,8.847073,1845.5953,2.2937393,8997.526,107.74181,51495.75,40290.35,3,71,9.284908,3
113,2,950,65.02,4676.52,453.45422,0,31,8.779865,2036.5189,2.1994934,9212.832,102.223785,54467.66,44462.586,1,74,9.232334,3
133,7,1026,55.88,3629.08,511.62173,0,30,8.628377,1177.3625,2.1994934,7171.801,81.0396,23377.83,16980.213,3,73,9.000108,3
108,4,923,57.35,3838.45,554.9774,2,30,8.654343,2004.6984,1.6339015,8175.3643,91.02121,49758.9,41892.965,1,67,9.116262,3
92,2,807,53.26,3212.12,379.28516,2,31,8.580356,1750.1339,1.9795315,7530.848,82.78546,39700.176,33178.523,2,62,9.021422,3
107,4,753,56.12,3681.74,537.66223,0,31,8.632663,2195.622,2.264034,8640.305,93.97305,60149.93,51837.363,1,65,9.148178,3
116,2,913,58.16,3938.4,561.4287,1,31,8.668368,1368.286,1.8224229,7823.736,88.789665,32846.14,25214.68,3,75,9.09144,3
93,6,905,59.28,3887.94,377.5974,0,39,8.687442,1941.0569,2.0439177,8928.55,97.803825,51571.95,42430.668,1,75,9.188134,3
93,3,992,62.2,4185.84,320.2019,4,38,8.735525,1750.1339,1.9181411,9372.989,100.83337,45177.82,35364.09,1,78,9.218639,3
100,9,1037,61.51,4320.39,542.33356,2,38,8.72437,1686.4922,2.7336428,9112.736,101.250175,49871,40019.59,3,70,9.222765,3
103,3,788,60.89,4228.31,525.9776,1,29,8.714239,2131.9805,1.5722479,8792.35,96.66441,58517.586,49670.277,1,71,9.176415,3
87,1,742,53.95,3187.55,279.7449,1,36,8.593228,1431.9274,1.8237965,8699.868,88.28412,33858.246,26327.44,3,76,9.085731,3
102,9,864,58.78,3848.18,397.06223,1,29,8.678972,1654.6716,2.1052186,8552.469,93.86391,40467.055,31976.39,1,71,9.147017,3
108,5,995,73.97,5813.63,345.5243,1,32,8.90883,1781.9539,2.7964857,11140.253,118.54506,53575.836,39922.133,3,80,9.380464,3
105,1,961,62.37,4314.37,428.63968,1,36,8.738255,2068.3394,1.0000012,8733.457,96.58574,53998.523,45120.93,1,71,9.175601,3
102,4,805,56.85,3731.89,505.01776,2,31,8.645586,1304.6447,1.949569,7895.177,86.90467,29845.225,22517.982,5,73,9.069982,3
102,7,984,65.15,4650.35,409.92685,1,33,8.781862,2068.3394,1.8852613,10599.782,112.70688,65895.24,53729.695,3,74,9.329961,3
81,11,783,51.39,2836.07,197.10902,2,28,8.544614,1781.9539,1.9181411,8413.401,94.67215,48875.47,40315.812,2,72,9.15559,3
101,7,956,55.49,3420.55,344.85855,2,36,8.621373,1209.1832,2.2309012,7974.872,88.55884,29684.61,22062.562,4,70,9.088838,3
85,10,816,53.79,3114.45,223.31917,3,34,8.590258,1654.6716,1.4779012,8529.762,94.13721,42404.66,33881.66,2,74,9.149923,3
126,15,1103,68.51,5148.33,459.30283,2,40,8.8321495,2450.187,2.0753715,11395.617,123.85539,87992.54,73386.24,3,72,9.424285,3
91,2,863,56.06,3479.88,340.562,2,34,8.631593,1877.4156,2.0439177,8816.07,92.51949,51069.66,42939.19,3,72,9.132589,3
101,16,1043,68.11,4875.57,238.98781,1,41,8.826294,1686.4922,1.3511066,11295.696,125.23247,63345.87,48144.133,6,75,9.435342,3
82,7,805,52.72,3079.32,302.9511,2,39,8.570165,1654.6716,2.1366463,7460.4653,86.09789,38109.2,31006.414,1,67,9.060655,3
94,2,860,59.27,3818.41,308.56284,2,37,8.687273,1877.4156,1.4779012,8412.928,94.144264,48849.24,40390,3,73,9.149999,3
113,9,824,51.22,2824.4,202.94098,1,33,8.5413,2068.3394,1.225424,8767.5,96.49131,56812.965,47982.21,1,61,9.1746235,3
100,7,820,62.51,4212.31,307.8888,0,32,8.740497,1941.0569,2.515599,9701.014,105.89965,54980.99,44208.332,1,73,9.267662,3
93,9,837,61.39,4141.75,376.7858,0,39,8.722417,1654.6716,2.1680558,8448.664,99.155876,42230.273,32725.64,1,75,9.201863,3
88,11,1052,59.7,3914.06,353.50494,3,38,8.694502,1909.2366,1.7294824,9854.115,105.5144,56452.34,45776.83,2,74,9.264017,3
35,5,294,22.3,534.06,37.141415,4,13,7.709757,668.2328,0.5027375,3551.7336,40.43352,7486.4316,5910.67,2,51,8.30483,4
54,2,356,25.48,771.18,123.18141,0,15,7.843064,763.69464,0.5655779,4253.3457,46.068077,9571.608,7524.5884,3,44,8.43529,4
36,1,333,20.41,454.05,37.860504,3,18,7.6211953,604.5916,0.53416157,3448.3564,35.18019,5722.779,4530.438,3,53,8.165653,4
30,2,264,17.69,354.25,41.73122,1,13,7.47817,636.4121,0.5974514,2856.804,30.542715,5690.444,4805.6426,3,43,8.024297,4
51,2,330,25.25,794.05,158.06818,0,16,7.8339963,922.79767,0.78552586,4034.0198,42.95502,11312.4,9562.895,1,55,8.365324,4
40,5,259,23.59,636.01,80.32514,2,8,7.765993,1145.542,0.94263065,4329.0493,46.87129,17261.271,15216.517,1,47,8.452576,4
37,3,236,15.9,311.26,59.04042,1,10,7.3714895,636.4121,0.5027375,3147.26,32.0811,6440.5205,5465.9834,3,37,8.073438,4
37,1,256,20.7,516.72,89.12124,1,11,7.635304,954.6183,0.91121143,2899.8271,33.182907,10163.499,9153.933,1,41,8.107205,4
34,4,247,17.96,371.88,49.81654,0,13,7.493317,668.2328,0.8804564,3196.7227,35.603146,8909.133,7718.7373,3,44,8.177604,4
32,1,268,18.21,385.53,54.470608,0,16,7.507141,604.5916,0.5974514,3152.2358,31.716755,5510.98,4550.5327,3,45,8.062016,4
26,3,235,17.03,311.47,21.665754,2,14,7.4401464,540.9503,0.7232277,2768.2864,31.240992,4964.322,4028.6077,4,45,8.046902,4
32,6,249,18.26,365.92,32.82061,0,11,7.509883,561,0.6917848,3034.0688,36.967587,9058.039,7769.1235,2,47,8.215212,4
37,2,289,18.59,410.97,66.042336,1,14,7.527794,540.9503,0.6284231,2706.3342,29.615606,4221.628,3378.3274,2,52,7.9934716,4
29,1,190,16.8,313.52,31.59595,0,10,7.426549,795.5152,0.78612393,2873.8103,30.064154,7544.96,6708.188,1,41,8.008504,4
40,2,270,21.7,524.22,53.868717,1,16,7.6824822,636.4121,0.8490111,3437.5752,36.619904,6698.812,5411.9136,4,56,8.205762,4
46,7,351,25.22,714.5,79.24403,0,21,7.8328075,731.874,1.005475,4239.3945,46.9099,12438.535,10341.411,5,58,8.453399,4
40,4,336,22.01,520.87,36.797874,1,22,7.696667,795.5152,0.81695074,4019.8477,40.538277,9159.958,7592.5317,1,50,8.307417,4
50,1,336,27.93,908.23,129.43951,0,18,7.9348717,1304.6447,0.8175726,5265.6846,51.172855,21790.895,19365.89,1,61,8.54038,4
45,2,388,25.2,696.12,61.697,1,18,7.832014,700.05334,1.0376858,5048.021,46.32747,10282.872,8218.826,7,60,8.440906,4
49,1,293,32.52,1127.66,70.817764,0,11,8.087026,954.6183,0.974057,5115.2046,53.448544,13009.233,10255.037,1,69,8.58389,4
46,2,363,27.34,805.04,58.145855,3,15,7.913521,1113.7211,1.0691242,4661.4653,48.570435,15493.775,13267.359,1,51,8.488185,4
60,1,437,28.5,899.6,88.23232,1,17,7.9550743,827.3358,0.84837556,4782.434,48.03854,10987.647,8767.622,5,64,8.477174,4
57,3,419,28.05,867.71,81.72477,0,13,7.939159,731.874,1.0691242,4600.015,46.6897,9347.168,7239.6353,4,57,8.448694,4
63,1,537,37.11,1486.93,110.886795,2,23,8.219057,1145.542,1.0691242,6427.12,64.383995,20464.752,16484.293,3,65,8.770035,4
41,2,332,21.19,502.13,53.650387,0,23,7.6586995,827.3358,0.72268605,3391.166,36.664913,8654.201,7383.7236,1,50,8.20699,4
43,3,380,24.69,649.01,39.812023,1,22,7.8115683,668.2328,0.78552586,3891.2205,41.89254,7299.346,5600.3647,3,57,8.340278,4
43,4,350,26.92,787.1,63.044025,1,17,7.89804,1081.9006,1.1634581,4600.914,48.264904,15136.008,12935.866,1,50,8.481874,4
46,2,423,28.67,872.95,51.49607,2,23,7.9610214,795.5152,0.6917848,5784.1934,55.342743,13401.38,10442.992,9,59,8.618715,4
43,8,419,27.73,802.65,34.037476,2,23,7.9276853,859.1563,0.84837556,5072.814,53.754814,13690.659,10910.18,3,59,8.589603,4
51,8,375,30.66,1004.92,65.539795,1,16,8.028129,859.1563,1.005475,4925.3164,54.063587,12663.5,9839.018,1,65,8.595331,4
52,2,340,25.76,738.16,75.33576,2,11,7.853993,700.05334,1.0376858,3895.9346,40.87765,7272.213,5657.81,2,62,8.315754,4
51,1,379,28.97,936.33,98.049576,1,16,7.971431,986.43896,0.91121143,4312.5146,47.8163,13026.835,10848.927,3,62,8.472537,4
55,2,412,29.99,970.01,71.3231,0,20,8.006034,763.69464,0.72268605,5613.088,54.968998,12002.747,9071.876,5,64,8.611939,4
91,1,430,29.19,1155.15,306.15543,0,7,7.9789963,1113.7211,0.94334835,4504.536,49.38498,15366.512,13058.216,1,56,8.504816,4
68,6,437,29.41,991.11,127.436264,0,14,7.986505,795.5152,0.84837556,4709.345,54.008102,11892.268,9066.053,2,53,8.594304,4
67,1,442,29.29,983.97,127.33927,1,17,7.982416,986.43896,0.8175726,6196.254,58.65281,18956.64,15673.221,3,50,8.6768055,4
66,5,412,27.15,890.67,155.0985,2,19,7.906547,668.2328,0.78552586,4262.7256,48.769886,8819.674,6506.2363,3,57,8.492283,4
62,12,485,30.21,1014.27,102.65242,2,25,8.013343,890.9769,1.0376858,5522.712,60.14849,18202.342,14731.82,4,59,8.701986,4
70,2,427,31.82,1149.08,137.9471,0,15,8.065266,1050.0798,1.0368936,4953.788,54.942284,15081.916,12185.113,1,54,8.611453,4
125,10,578,39.98,2069.66,476.01996,1,13,8.29355,1081.8975,1.1634581,7109.0317,75.85789,25964.855,20414.57,5,59,8.9340315,4
88,5,498,35.84,1580.72,299.20654,1,13,8.184235,922.79767,0.78612393,5371.203,62.90911,15208.285,11364.374,3,62,8.746861,4
61,3,429,32.65,1177.55,112.65404,0,17,8.091015,827.3358,1.0997467,4511.7266,50.89985,10357.275,7844.929,1,62,8.53503,4
71,4,519,42.77,2009.31,181.85571,1,17,8.361007,954.6183,1.6653095,5874.49,64.89648,15378.455,11279.698,3,70,8.777964,4
52,3,370,30.36,1010.86,90.0307,0,16,8.018296,700.05334,1.100564,4084.8416,47.697384,8489.175,6276.904,3,66,8.470047,4
63,3,381,31.47,1113.27,124.150604,1,12,8.054205,700.05334,1.0691242,4640.869,50.768818,9074.223,6562.3726,4,65,8.532453,4
52,6,415,30.65,981.33,42.330837,2,23,8.027802,859.1563,0.78612393,5588.9766,58.448288,14799.193,11497.971,4,59,8.673312,4
41,2,340,26.96,785.9,59.654938,0,15,7.8995247,827.3358,0.78612393,4045.683,43.87913,9451.693,7602.3384,1,61,8.386609,4
65,3,443,39.64,1686.7,116.535774,0,17,8.285008,1081.9006,1.3206811,6018.394,64.91667,18044.992,13970.524,3,68,8.778275,4
65,2,528,35.94,1375.8,84.966064,3,25,8.187021,1145.542,1.0691242,6140.928,63.57469,19447.85,15561.725,3,63,8.757385,4
51,1,429,33.67,1234.15,101.49603,1,25,8.121778,1209.1832,1.2568462,5331.844,55.71287,18916.043,15971.836,1,64,8.625381,4
53,1,410,34.29,1245.19,70.086784,3,19,8.140024,1113.7211,1.0368936,5619.0063,58.411446,17256.111,13984.056,1,60,8.672682,4
52,4,389,30.87,1021.91,69.64961,2,19,8.034955,922.79767,0.8175726,4880.0254,54.089928,13920.656,11105.997,3,65,8.5958185,4
66,3,478,35.3,1363.46,118.55557,1,19,8.169053,1495.5686,0.8490111,6973.208,70.24334,31487.982,26822.076,3,55,8.857136,4
49,1,394,35.38,1310.02,58.864243,1,21,8.171317,1304.6447,1.100564,6559.6885,64.99574,24542.39,20523.178,4,58,8.779492,4
71,2,475,44.29,2105.73,145.58176,1,15,8.395929,2004.6984,1.4767897,7287.0054,78.07202,47693.67,42018.613,1,60,8.962802,4
55,2,360,37.46,1521.7,119.64486,0,14,8.228444,1463.748,1.0691242,6899.8965,68.91377,28981.324,24476.984,3,63,8.838026,4
61,2,439,39.63,1644.21,74.41722,0,16,8.284757,1113.7211,1.1311558,6002.533,65.08373,18264.916,14170.731,2,71,8.780845,4
54,1,386,34.18,1284.64,117.543045,0,16,8.136811,1241.0038,1.2892303,6068.5264,60.404053,21636.74,18169.791,3,59,8.706226,4
62,1,469,36.08,1368.46,67.36724,2,26,8.190908,1081.9006,1.132017,6507.663,64.50109,19209.709,15201.331,3,55,8.7718525,4
46,6,347,31.6,1061.94,64.02019,2,15,8.058328,954.6183,1.132017,5055.7837,55.979332,14964.084,11949.896,3,57,8.630153,4
47,6,365,30.82,1012.14,62.89659,0,20,8.033334,1241.0038,0.8797951,5187.7046,57.36357,20693.582,17578.791,1,56,8.654579,4
50,1,329,32.4,1136.12,87.232315,0,10,8.083328,1527.3893,1.100564,6672.7793,64.13606,30575.973,26729.836,1,54,8.766177,4
67,3,432,36.23,1574.33,264.3607,0,16,8.195058,1400.1067,1.1949028,5523.207,61.737354,25653.762,22062.889,1,56,8.72806,4
46,1,312,26.46,782.56,83.26102,1,12,7.8808045,1177.3625,0.66034055,4376.966,47.059113,16914.098,14848.019,1,50,8.456574,4
46,5,404,29.84,938.32,48.37817,1,25,8.00102,668.2328,0.8804564,4425.62,49.554317,8721.343,6329.0015,4,67,8.50824,4
51,2,330,28.66,880.36,59.559998,0,9,7.9606724,763.69464,1.3521184,4366.095,45.842842,9005.977,6974.1523,3,59,8.430389,4
33,2,241,22.25,521.61,26.815657,0,12,7.7075124,604.5916,0.8175726,3708.9587,38.02444,6241.7783,4844.3647,3,60,8.2434,4
50,1,361,28.75,915.73,90.068184,1,17,7.963808,954.6183,0.91121143,4254.7344,46.333427,12008.008,9960.829,1,52,8.441034,4
44,2,366,28.22,862.54,66.840004,1,25,7.945201,890.9769,0.84837556,4628.233,47.38672,11324.299,9170.503,1,63,8.463512,4
42,6,328,23.63,587.95,29.871838,1,14,7.7676873,700.05334,0.6912612,4017.3254,43.672943,8794.937,6957.1816,2,56,8.381899,4
51,3,425,31.12,1065.98,98.510704,1,23,8.043021,890.9769,1.4464554,4889.4556,51.23174,11668.9,9135.563,1,70,8.54153,4
61,1,400,32.54,1200.56,143.1398,1,18,8.087641,986.43896,1.3521184,4825.247,50.982124,13479.701,10990.428,3,68,8.536645,4
38,1,306,21.95,555.05,73.98738,1,13,7.6939373,1050.0798,0.6917848,3839.584,39.314564,13022.006,11592.294,1,49,8.276765,4
48,1,388,29.6,945.78,70.32321,1,13,7.9929447,1431.9274,0.78552586,6204.949,59.44793,26512.87,23210.924,1,50,8.690271,4
43,1,322,26.21,751.99,65.68275,0,15,7.871311,1113.7211,1.0683231,4560.257,46.607338,15455.62,13417.551,1,49,8.446928,4
45,8,310,27.04,792.02,61.473145,1,19,7.9024873,700.05334,1.0691242,4204.6494,48.54039,11346.889,9081.534,4,65,8.487566,4
42,3,292,26.55,779.67,75.522736,0,9,7.8842,954.6183,0.8797951,4634.1206,47.570175,12821.515,10665.245,3,53,8.467376,4
39,1,334,22.99,569.37,41.24232,1,17,7.7402296,795.5152,0.8797951,4481.379,42.609253,10538.116,8810.672,3,53,8.357242,4
52,1,376,30.34,1002.66,82.974144,1,14,8.017637,795.5152,0.8804564,5460.24,51.58728,12096.974,9531.034,5,68,8.548446,4
45,5,334,27.15,789.07,52.472237,1,17,7.906547,795.5152,1.0376858,4510.2793,48.475582,11116.345,8855.012,4,62,8.486231,4
